email_id,source,subject,body,type,PhishID
292,m.lou@gmail.com,Neighborhood Watch Forum ,"<p>Hello Jane!</p>

<p>My name is Mary, and I am one of your neighbors. I'm reaching out to inform you of a new blog I started, aimed at improving the awareness of all residents in our neighborhood.</p>

<p>If you see any suspicious activity, such as an unknown person loitering in the neighborhood, please make a post on the blog to inform all the other residents in your neighborhood. Here is a <a href=""http://www.protectmyneighbors.com/about/how.html"" onclick=""return false;"">link to the forum</a>.</p>

<p>Feel free to reply to this email with any questions or concerns. I look forward to your participation!</p>

<p>Best, <br />
Mary Lou</p>",ham,104
293,jsmith@gmail.com,Nightwatch Protection Services ,"<p>Hello Jane,</p>

<p>I hope all is well. I am reaching out to inform you of our neighborhood's new subscription to Nightwatch Co. Recently, more and more homes in our neighborhood have been broken into. As president of our neighborhood watch group, I find it imperative to inform all our neighbors of our efforts to safeguard your safety.</p>

<p>For more information about our recent subscription to Nightwatch Co., click on <a href=""http://www.nightwatch.com/about/"" onclick=""return false;"">this link</a>.</p>

<p>Thank you for considering our neighborhood's safety!</p>

<p>John Smith<br />
President, Watchdogs Neighborhood Watch</p>",ham,105
294,jsmith@gmail.com,Secure your Home with Nightwatch!,"<p>Jane,</p>

<p>Protect your home and neighbors with our award-winning home security program. At Nightwatch Co., we are devoted to ensuring the safety of thousands of neighborhoods in America.</p>

<p>With our latest home protection technology, you can sleep well knowing your home is safe against domestic threats. Visit <a href=""http://www.nightwatch.com/home/securityprogram/"" onclick=""return false;"">this link</a>  to receive 55% off our home security program.</p>

<p>This offer will expire in five days, however, so don't miss out!</p>

<p>Thank you,<br />
John Smith<br />
President, Nightwatch Co. <br />
Anaheim, California</p>",ham,106
295,lcrane@workmail.com,Password Update Required ,"<p>Hello John,</p>

<p>Our records indicate that your WorkMail password has been compromised. If you fail to update your password within the next 48 hours, your work-mail account will be closed.</p>

<p>Please update your password using our secure form at <a href=""http://workmail.com/account/update/"" onclick=""return false;"">this link</a> to continue using our services.</p>

<p>Thank you, <br />
Leslie Crane</p>

<p>Account Services, WorkMail</p>",ham,107
296,rjames@arizona.edu,Government Study Participation ,"<p>Dear Jane,</p>

<p>The University of Arizona is conducting a study on the general perception of America's government. Despite your political stance, we can all agree that a government needs to be legitimate for proper and just functioning at all levels. To accomplish this, you, as a citizen, must hold government officials accountable to ensure transparency.</p>

<p>Our study aims at analyzing this consensus. We need your help in spreading word about our study and helping in the data collection process.</p>

<p>For more information about our study and how you can participate, please visit <a href=""http://www.sgpp.arizona.edu/research/008/about/"" onclick=""return false;"">this link</a>.</p>

<p>Thank you for your time!</p>

<p>Robert James<br />
School of Government &amp; Public Policy<br />
University of Arizona</p>",ham,108
297,mthompson@change.org,Signatures Needed ,"<p>Hello John,</p>

<p> My name is Mary from your local farmer's market AgriPure. As a valued customer, I'm certain you want to continue shopping from my stand at AgriPure. Due to a recent decline in sales, I'm on the verge of losing my place in the market.</p>

<p>I'm getting a petition together to prevent this from happening, so I am able to provide you with the best food products around. Sign the petition at <a href=""http://www.change.org/agripure/"" onclick=""return false;"">this link</a> to ensure I can continue to do what I love.</p>

<p>Thank you for your loyalty as a customer!</p>

<p>Mary Thompson<br />
AgriPure, Tucson, Arizona</p>",ham,109
298,jbooker@tucsonlibraries.com,Fundraiser Donation Needed ,"<p>Dear Jane,</p>

<p>My name is Jennifer, and I am with your local library executive board. I am reaching out to you because we are gathering donations for our new fundraiser!</p>

<p>Our fundraiser is aimed at increasing the number and variety of books available at Tucson's public libraries. By donating any amount over $5, we will send you a free book chosen at random!</p>

<p>There are only a few days left to donate! Please donate at <a href=""http://www.tucsonlibraries.com/community/projects/donate/"" onclick=""return false;"">this link</a>.</p>

<p>Thank you for your contribution!</p>

<p>Jennifer Booker<br />
Tucson's Public Libraries</p>",ham,110
299,choover@gmail.com,Activists of Tucson,"<p>Hello John,</p>

<p>My name is Chris, and this email serves as a personal invitation to Tucson's second annual Celebration of Clean Food Festival.</p>

<p>Our festival seeks to educate people on the healthy alternatives to animal-based food products. Help end the abuse behind exploiting animals for unnecessary nutrition by attending the festival. We will offer a variety of educational opportunities, such as cooking demonstrations, in an effort to show Tucson how beneficial a plant-based diet really is. For more information related to the festival, visit <a href=""http://www.cleanfoodfest.com/about.html/"" onclick=""return false;"">our website</a></p>

<p>I look forward to seeing you there!</p>

<p>Sincerely, <br />
Chris Hoover<br />
President, Celebration of Clean Food Festival<br />
Tucson, Arizona</p>",ham,111
300,mboyle@dmv.org,Update your Voter Information ,"<p>Dear Jane,</p>

<p>Your voter registration could not be completed on Wednesday, February 17, 2023. Our records indicate that the information you provided on the voter registration form are currently out of date. If you fail to update this information soon, you will not be able to participate in any upcoming elections.</p>

<p>Please update your information <a href=""http://www.dmv.org/az-arizona/voter-registration/update"" onclick=""return false;"">this link</a>.</p>

<p>Marissa Boyle<br />
Arizona Bureau for Voter Information</p>",ham,112
301,gshah@arizona.edu,University Survey on Cultural Center ,"<p>Hello John,</p>

<p>The University of Arizona is hosting a survey for on-campus residents to assess the construction of a new cultural center. Although this cultural center will not endorse any specific religious or cultural methodologies, it has raised concerns about where it should be located on campus.</p>

<p>You have been selected as part of a random sample of on-campus residents living on or near the University of Arizona campus. Please follow <a href=""http://www.surveymonkey.com/uofa/new.html"" onclick=""return false;"">this link</a> to complete the survey.</p>

<p>Thank you,<br />
Gregory Shah<br />
University of Arizona</p>",ham,113
302,dharris@petjustice.com,Donation Needed ,"<p>Dear Jane,</p>

<p>Did you know that 3 in 10 domestic animals are abused every year? Did you also know that most animal abuse cases are left disregarded by law enforcement? If you would like to change these sad statistics, consider donating to our organization Pet Justice.</p>

<p>Last year we raised over $20,000 and decreased these harrowing statistics. This year, we are aiming to raise twice that amount to continue our efforts in ending animal cruelty at the national level. Remember, any amount helps!</p>

<p>Please <a href=""http://www.petjustice.com/fundraiser/donate/"" onclick=""return false;"">DONATE HERE</a>   to fight the injustice surrounding animal abuse.</p>

<p>Thank you for your support!</p>

<p>Dale Harris<br />
CEO, Pet Justice<br />
Tucson, Arizona</p>",ham,114
303,pwright@change.org,Amendment 33 Petition ,"<p>Hello John,</p>

<p>Do you want to end tuition hikes in Arizona? If you want to make college education more accessible and affordable for all, then sign our petition against Amendment 33.</p>

<p>With tuition on the rise, more and more students are turned off from college education due to its high financial investment. Amendment 33 will only increase tuition prices, further solidifying the schism between those who can afford college and those who cannot.</p>

<p>Please <a href=""http://www.change.org/amendment33/"" onclick=""return false;"">sign the petition</a> to ensure no one is left behind.</p>

<p>Phil Wright<br />
Outreach Activist</p>",ham,115
304,kfitzgerald@change.org,Sign our Animal Rights Petition!,"<p>Jane,</p>

<p>Join the community of animal rights activists who want to end all forms of animal cruelty! All it takes is a signature to make a big difference.</p>

<p>At PETA, we are determined to end animal cruelty by any means necessary. It is not an easy endeavor, however, as many stones go unturned without national support. Which is why we are reaching out to you for support. Visit <a href=""http://www.change.org/animalrightspeta/"" onclick=""return false;"">our website</a> to get involved in the crusade against animal abuse!</p>

<p>Thank you for your continued support.</p>

<p>Kyle Fitzgerald<br />
President, PETA (People for the Ethical Treatment of Animals)</p>",ham,116
305,lparker@change.org,Join the Movement for Better Education!,"<p>Dear John,</p>

<p>Over 5000 residents in your city have signed the petition to improve education through legislative outreach! If you want to join the movement and improve the status of education in Tucson, Arizona then please <a href=""http://www.change.org/arizona/fightforeducation/"" onclick=""return false;"">sign our petition</a>.</p>

<p>Join us in the fight for better education! One signature can make all the difference in the world.</p>

<p>Thank you,<br />
Laura Parker<br />
Tucson's Residents for Change</p>",ham,117
306,rgrant@change.org,Petition for Animal Rights,"<p>Hi Jane,</p>

<p>My name is Roger, and I am a member in your community devoted to raising awareness about animal cruelty and injustice. I have put together a petition for all of our neighbors to sign, in an effort to end domestic animal abuse. If you have second thoughts about signing my petition, reconsider the rights of your own pets at home.</p>

<p>You can find the petition <a href=""http://www.change.org/animalrights/"" onclick=""return false;"">here</a>. Simply putting your name on the form will make the difference we need to ensure the safety and rights of all our pets.</p>

<p>Thank you,<br />
Roger Grant<br />
Communications Assistant, Animal Rights Activists of Tucson <br />
Tucson, Arizona</p>",ham,118
307,gcurtis@change.org,Homeless Petition for Tucson,"<p>Dear John,</p>

<p>I am gathering signatures for a petition aimed at persuading city council to figure a method for mobilizing Tucson's homeless away from the University of Arizona and downtown. If you would like to contribute to the relocation of homeless individuals toward safe and clean facilities, then please <a href=""http://www.change.org/careforthehomeless/"" onclick=""return false;"">sign my petition</a>.</p>

<p> Sincerely,<br />
Greg Curtis<br />
Secretary, Tucson Safety Committee</p>",ham,119
308,jolson@change.org,Tucson's Animal Petition ,"<p>Jane,</p>

<p>We only need 20 more signatures for our petition against domestic animal abuse in Tucson. With your help, we can safeguard against the horrors of animal abuse that unfortunately plague our community.</p>

<p>Be a voice for all of our pets, by signing the petition for animal justice in Tucson. Together, we can work to create a safe environment for all domestic animals. Visit <a href=""http://www.change.org/tucsonanimalrights/"" onclick=""return false;"">our website</a> to make a difference.</p>

<p>Thank you,<br />
Jennifer Olson<br />
Animal Equality<br />
Tucson, Arizona</p>",ham,120
309,whunter@christiansforgod.com,Biblical Fundraiser ,"<p>Hello John,</p>

<p>My name is William, and I am writing to you as president of the Foundation of Christians for God. We are an organization dedicated to bringing all Christian Americans closer to God through church construction and renovation.</p>

<p>Our goal is to raise over $10,000 this year in our annual fundraiser. We need your contribution so we can continue doing what we love. For more information about our organization, and how you can help deepen the relationship between Christians and God, proceed to<a href=""http://www.christiansforgod.com/fundraiser/about/"" onclick=""return false;"">this link</a>.</p>

<p>God Bless,<br />
William Hunter<br />
President, Foundation of Christians for God<br />
Tucson, Arizona</p>",ham,121
310,gharmon@gmail.com,Community Outreach,"<p>Dear Jane,</p>

<p>My name is George Harmon, and I recently moved to Tucson a few weeks ago. I received your email from a directory of members in botany club. I am having trouble finding good friends, and hope that I will find a community soon who is just as passionate about botany as I am. To aid my efforts, I have put together a social group aimed at making friends with people like us. <a href=""http://www.botanyenthusiaststucson.com/blog/"" onclick=""return false;"">Here</a> is a link to the group's blog.</p>

<p>I hope you will consider joining!</p>

<p>Thank you,<br />
George Harmon</p>",ham,122
311,cmcdaniel@gmail.com,Tucson Art Show,"<p>Hi John,</p>

<p>My name is Cynthia, and if you are receiving this email, then you have been cordially invited to the eighth annual Tucson Art Show and Gallery! The Tucson Art Show is a wonderful opportunity to meet local artists, view their work, and have an opportunity to showcase your own work! The event will be head on Congress Street this Saturday from 4 p.m. to 11 p.m.</p>

<p>If you are interested in going, or want more information, please visit <a href=""http://www.tucsonartshow.com/about/"" onclick=""return false;"">our website</a></p>

<p>I hope to see you there!</p>

<p>Sincerely, <br />
Cynthia McDaniel<br />
Director, Tucson Art Show and Gallery</p>",ham,123
312,no_reply@facebook.com,Gift Received!,"<p>Dear Jane,</p>

<p>Your friend Elizabeth has sent you a gift through Facebook Messenger! To redeem your gift, please log in to messenger or go to <a href=""http://facebook.com/redeem/elizabeth0239/"" onclick=""return false;"">this link</a>.</p>

<p>Facebook, Inc. <br />
Menlo Park, California <br />
United States of America</p>",ham,124
313,lbaker@tucsonlibs.com,Free Lunch at your Local Library,"<p>Hello John,</p>

<p>We would like you to join us on Wednesday, February 14th for a free lunch at the downtown library! The luncheon is Valentine's Day themed. We are offering a wide variety of food options, including assortments of candy and chocolate desserts!</p>

<p>For more information about the event, please visit <a href=""http://www.tucsonlibs.com/home/"" onclick=""return false;"">our homepage</a>.</p>

<p>Hope to see you there!</p>

<p>Lisa Baker<br />
Event Coordinator, Tucson Public Libraries</p>",ham,125
314,jbryant@bumc.com,Message Received,"<p>Dear Jane,</p>

<p>This is Banner University Medical Center emailing you on Betty's behalf. We regret to inform you that your friend Betty has passed away. She requested that a message be sent to this email address with a request to visit her website one last time. The link is <a href="""" onclick=""return false;"">here</a>.</p>

<p>http://www.bettyscorner.com/lastwords/</p>

<p>Best Wishes,<br />
Joseph Bryant<br />
Banner University Medical Center<br />
Tucson, Arizona 85641</p>",ham,126
315,bmays@gmail.com,Tucson Science Enthusiasts Club,"<p>Dear John,</p>

<p>You have been selected to join the Tucson Science Enthusiasts Club! We are a club of passionate researchers at the University of Arizona who are dedicated to the latest developments in science. Based on a referral from a friend, we think you would be a great fit!</p>

<p>We meet once a month to discuss our research, and to discuss the broad spectrum of global scientific research.</p>

<p>For more information about our organization, and directions on how to join, please visit <a href=""http://www.tucsonlovesscience.com/about/new/"" onclick=""return false;"">our website</a>.</p>

<p>Sincerely, <br />
Bryan Mays<br />
President, Tucson Science Enthusiasts</p>",ham,127
316,rpatterson@tullyelementary.edu,Volunteers Needed,"<p>Hello Jane,</p>

<p>Tully Elementary Accelerated Magnet School in Tucson, Arizona is looking for volunteers to help with a new after school program. The program is aimed at ensuring students safety in low-income areas after the school day has ended.</p>

<p>Our after-school program will build social and scholastic skills in students who participate. We seek to create a safe environment where students can have fun, while also building good character traits.</p>

<p>If you are interested in helping out, please sign up <a href=""http://www.tullyelementary.edu/activities/afterschool/join/"" onclick=""return false;"">here</a></p>

<p>Thank you,<br />
Robert Patterson<br />
Vice Principal, Tully Elementary <br />
Tucson, Arizona 85641</p>",ham,128
317,tmason@gmail.com,Vote Now!,"<p>Dear John,</p>

<p>The sixth annual Tucson Pop and Arts Festival is almost under way! Before we release the lineup, however, we still need to figure our headliner for the event. You can vote below to select the artist you want to see perform live at our festival! Please vote soon, <a href=""http://www.tucsonpopfestival.com/2023/vote/"" onclick=""return false;"">at this link</a>, as we only have three days left to decide!</p>

<p>We can't wait to see you there!</p>

<p>Trevor Mason<br />
Event Coordinator, Tucson Pop and Arts Festival</p>",ham,129
318,ogomez@tucsoncooks.com,Tucson Cooks!,"<p>Hello Jane,</p>

<p>You have been cordially invited to join the Tucson Cooking Club! We received your email from a previous membership to our club Tucson Eats! If you enjoyed that club, then you will love our new club! We will explore a variety of unique and tasty recipes, showing you how to cook these wonderful dishes live! If you plan on joining, please fill out our quick <a href=""http://www.tucsoncooks.com/survey/"" onclick=""return false;"">questionnaire</a> on which recipes you would like to learn!</p>

<p>We can't wait to see what's in store!</p>

<p>Olivia Gomez<br />
Recruitment, Tucson Cooking Club</p>",ham,130
319,adavis@tucsonmeets.com,Tucson Meets!,"<p>Hello John,</p>

<p>We recently launched a new smartphone application named &ldquo;Tucson Meets!&rdquo; aimed at bringing people closer together based on common interests and schedules. You have been referred to our emailing list by a friend, who wants you to experience our revolutionary social media platform!</p>

<p>Follow <a href=""http://www.tucsonmeets.com/new/"" onclick=""return false;"">this link</a> if you wish to join.</p>

<p>Thank you,<br />
Alan Davis<br />
Recruitment, Tucson Meets!<br />
Tucson, Arizona 85641</p>",ham,131
320,jenny@jennyshoney.com,Hello!,"<p>Hey Jane,</p>

<p>This is Jenny, from the Tucson Farmer's Market! You came to my stand and purchased some of my fresh honey. We briefly talked about our passion for clean and pure honey before exchanging emails. I was thinking maybe we could meet up for a cup of coffee or lunch. I believe we can be great friends!</p>

<p>Please visit <a href=""http://www.jennyshoney.com/blog/"" onclick=""return false;"">my blog</a> to discuss your love for honey with some of my other friendly patrons.</p>

<p>Hope to hear from you soon!</p>

<p>Jenny Schmidt</p>",ham,132
321,stevens@tucsondrinks.com,Tucson Drinks!,"<p>Dear John,</p>

<p>My name is Amanda, and I am writing you as an invitation to Tucson Drinks! We are a wine-tasting club based in Tucson, Arizona. I believe you would be a great fit for our club based on your previous working experiences in a winery.</p>

<p>If you wish to share your love of wine with us, please <a href=""http://www.tucsondrinks.com/about/new/"" onclick=""return false;"">sign up here</a>.</p>

<p>We hope to hear from you soon!</p>

<p>Sincerely,<br />
Amanda Stevens<br />
Recruitment, Tucson Drinks!<br />
Tucson, Arizona 85641</p>",ham,133
322,offers@amazon.com,Send a Free Gift on Us!,"<p>Dear Jane,</p>

<p>Amazon is offering its users a limited time offer of a free gift! Send a free gift to any of your close relatives or friends, at no charge! This offer is limited and must be redeemed within the next 48 hours.</p>

<p>Show your loved ones how much you care by redeeming this promotion at <a href=""http://www.amazon.com/seasonal/promotion/"" onclick=""return false;"">this link</a>.</p>

<p>This offer will expire in 2 days.</p>

<p>Amazon.com<br />
Seattle, Washington<br />
United States of America</p>",ham,134
323,no_reply@facebook.com,Invitation Received ,"<p>Dear John,</p>

<p>You have received an invitation through Facebook Messenger to the following event: &ldquo;Jordan's Summer Pool Party: 5:00 PM &ndash; 11:00 PM&rdquo;.</p>

<p><a href=""http://www.facebook.com/messenger/inbox/"" onclick=""return false;"">VIEW INVITATION</a></p>

<p>Facebook, Inc. <br />
Menlo Park, California <br />
United States of America</p>",ham,135
324,support@dfwpharmacy.com,Medication Fees Lowered,"<p>Hello Jane,<br />
Thousands of adults are paying too much for their prescription medications. Manufacturers have increased their efficiency of producing medications such as atenolol and levothyroxine making capsules at half the cost. If you currently take these medications, and would like more information on how to save money, please log into your <a href=""http://www.dfwpharmacy.com/accessyouraccountlogin"" onclick=""return false;"">DFW Wellness Pharmacy account</a>.<br />
Sincerely,<br />
DFW Wellness Pharmacy</p>",ham,136
325,support@americanheartassociation.com,Heart Disease Screening,"<p>Dear John, <br />
Heart disease is the leading cause of death for both men and women in the United States. If you think you may be at risk for heart disease, you may want to take a moment to look at our webpage below. We offer advice on how to reduce the risks of heart disease and, if eligible, you may be able to sign up for a health screening. <br />
<a href=""http://www.americanheartassociation.com/prescreening-survey"" onclick=""return false;"">TAKE THE SURVEY</a><br />
Sincerely, <br />
The American Heart Association</p>",ham,137
326,support@dfwpharmacy.com,Free Trial Medication,"<p>Hello, <br />
We at DFW Wellness Pharmacy would like to thank you for your continued patronage. As a valued customer we are offering you a free trial of atenolol, a treatment for hypertension. <br />
If you are interested in this offer, please fill out the short survey from the link below to see if you qualify. <br /><a href=""http://www.dfwwellnesspharmacy.com/atenololfreetrialoffer"" onclick=""return false;"">TAKE THE SURVEY</a><br />
Thank you, <br />
DFW Wellness Pharmacy</p>",ham,138
327,lhawkins@greyershealthinsurance.com,Health Insurance Account Upgrade,"<p>Dear Jane, <br />
Greyer's Health Insurance appreciates your continued patronage. We would like to thank you by offering an upgrade to your current account. If you would like to learn more information about this offer please <a href=""http://www.greyershealthinsurance.com/upgrade-accountinformation"" onclick=""return false;"">visit our homepage</a>.<br />
Thank you,<br />
Lisa Hawkins<br />
Greyer's Health Insurance</p>",ham,139
328,no_reply@universityhealthservices.com,Access to Test Results,"<p>Hello, <br />
An electronic version of the test results from your most recent visit are now available to view online. If you would like to view your results, please log into your patient portal account by clicking <a href=""http://www.universityhealthservices.com/patientportalaccess"" onclick=""return false;"">this link</a>.<br />
<br />
University Health Services</p>",ham,140
329,support@southwestalliedphysicians.com,Update Account Information,"<p>Dear Jane, <br />
Your current account information needs to be updated. If you do not update your account information before your next appointment you will need to reschedule your future appointment. <a href=""http://www.southwestalliedphysicians.com/patientportal-account"" onclick=""return false;"">Log in to your online account</a>.<br />
Thank you,<br />
Northwest Allied Physicians</p>",ham,141
330,admin@georgiaresearch.com,Alzheimer's Disease Research,"<p>Hello, <br />
Alzheimer's Disease is a progressive disease that destroys memory and can be detrimental to other important cognitive functions. Researchers at the University of Georgia are studying cognition and aging in older adults to try to identify risk factors that may lead to early symptoms of dementia. Any donation to this study would be greatly appreciated. If you would like to donate, please follow <a href=""http://www.georgiaresearch.com/donate/cognitionandaging"" onclick=""return false;"">this link</a>.<br />
<br />
Thank you, <br />
University of Georgia Research Advisors</p>",ham,142
331,admin@georgiaresearch.com,Cognition and Aging Study,"<p>Hello,<br />
You have recently been a participant in one of our research studies. Our new study we are currently running is looking at cognitive functions in healthy adults ages 60-90. Your participation will help us study how adults age, and what risks could be linked to Alzheimer's Disease. If you would like to be a participant in our current research study, please <a href=""http://www.georgiaresearch.com/cognitionandaging-prescreening"" onclick=""return false;"">visit our webpage</a> to complete an online pre-screening. <br />
<br />
Thank you,<br />
Stacey Velasquez<br />
Research Assistant<br />
Cognition and Aging Lab</p>",ham,143
332,barnett@universityofgeorgiahealth.com,Body Smart Program - Weight Loss ,"<p>Dear Jane, <br />
Many adults, just like you, struggle to find healthy weight loss programs that are safe and effective. Physicians and dieticians at University of Georgia Health Services have approved our new program, Body Smart, which thousands of others are already trying. If you would like to learn more information about how to become a member of this program, please <a href=""http://www.universityofgeorgiahealth.com/bodysmart"" onclick=""return false;"">visit our website</a>.<br />
Kevin Barnett <br />
Body Smart Project Manager</p>",ham,144
333,wperez@everydayfitness.com,Everyday Fitness has a new location,"<p>Hello,<br />
Everyday Fitness has opened a new location next to you. Our brand-new facility includes state-of-the-art equipment, group fitness classes, pool, and more. Join the rest of your community and sign up for a membership today. <a href=""http://www.everydayfitness.com/membership-signup"" onclick=""return false;"">Visit our homepage</a>.<br />
Sincerely, <br />
Walter Perez<br />
Everyday Fitness Recruiter</p>",ham,145
334,admin@everydayfitness.com,Everyday Fitness Membership Offer ,"<p>Hello John, <br />
We just opened a new location in your area and we want you to join the Everyday Fitness team. As part of a promotion we would like to offer an exclusive deal on membership just for you!<br />
To learn more please <a href=""http://www.everydayfitness.com/enrollmentcode-special"" onclick=""return false;"">visit our website</a>.<br />
Hope to see you at Everyday Fitness soon!<br />
Sincerely, <br />
The Everyday Fitness Team</p>",ham,146
335,ethompson@pureprotein.com,Protein suggestion for you,"<p>Dear Jane,<br />
This is Erica from Everyday Fitness. I heard you were looking for a new protein powder. I use a plant-based protein powder called Pure Protein and I thought you would be interested in trying it. I order straight from <a href=""http://www.pureprotein.com/shop"" onclick=""return false;"">the website</a>.<br />
If you have any questions don't hesitate to ask me!<br />
Sincerely, <br />
Erica Thompson</p>",ham,147
336,jwilson@eatrightinc.com,Eat Right Inc. Free Offer,"<p>Hello, <br />
Eat Right Inc. has hundreds of meal options available for all lifestyles and dietary needs. We would like to offer you a one-month trial session for free, so you can create your own healthy meals that will be delivered straight to your door. This offer will only last for 48 hours, so sign up now at <a href=""http://www.eatrightinc.com/promotionaloffer"" onclick=""return false;"">this link</a><br />
Sincerely, <br />
Justin Wilson</p>",ham,148
337,kchristensen@globefitness.com,Globe Fitness Membership Discount,"<p>Dear John, <br />
Globe Fitness just opened a location near you! For the first month, we are offering you a discount on a membership. To learn more information about this deal, <a href=""http://www.globefitness.com/membership/"" onclick=""return false;"">visit our website</a>.<br />
Hurry, because this deal will expire in 48 hours!<br />
Hope to see you in our facility soon!<br />
Kenneth Christensen<br />
Globe Fitness Recruiter</p>",ham,149
338,support@bodysmartgym.com,Overdue Fees,"<p>Hello,<br />
Your account shows outstanding balances that are overdue. According to our records, you owe Body Smart Gym $39.99 for last month's membership. Payment is due by the end of this month and if not a $50.00 late fee will be added to your dues. <br />
To review your account balances and to pay fees, please <a href=""http://www.bodysmartgym.com/account/login"" onclick=""return false;"">log into your account</a>.<br />
Sincerely, <br />
The Body Smart Team</p>",ham,150
339,lhuang@parkingandtransportation.com,Parking Ticket Fees are Overdue,"<p>Dear Jane, <br />
You have been issued a parking ticket that has not been paid. The ticket was issued on January 12 and payment of $75.00 was due February 17. If you do not pay $75.00 by February 28, legal consequences will occur and an additional $50.00 late fee will be added to your charges. <br />
If you would like to pay your fee and/or contest your ticket, please visit <a href=""http://www.parkingandtransportation.com/ticket12994628"" onclick=""return false;"">this link</a>.<br />
Thank you, <br />
Lisa Huang<br />
Parking and Transportation Services</p>",ham,151
340,dsmith@legalactions.com,Let Us Assist You,"<p>Dear John, <br />
Thank you for your recent interest in Smith Law Firm. We would like to offer you our assistance with fighting you traffic ticket. If you would like to learn more information about the services we can offer you, please visit <a href=""http://www.legalactions.com/homepageandcontact"" onclick=""return false;"">this link</a>.<br />
Thank you, <br />
David Smith<br />
Smith Law Firm</p>",ham,152
341,lolsen@parientelawfirm.com,Free Consultation for Assistance in Court,"<p>Dear Jane,<br />
My name is Leon Olsen from Pariente Law Firm. We recently assisted you in court within the past year. As a thank you for choosing us to represent you, we would like to offer you a free consultation if you ever need our assistance again. <br />
If you would like our assistance again for a specific case please visit <a href=""http://www.parientelawfirm.com/consultation"" onclick=""return false;"">this link</a> to schedule an appointment.<br />
Sincerely, <br />
Leon Olsen <br />
Pariente Law Firm</p>",ham,153
342,no_reply@parkingandtransportation.com,Please Pay Your Parking Violation,"<p>Hello, <br />
You have a parking violation ticket that has not been paid. This ticket was issued on January 21st and payment was due February 18th. To pay for your ticket and/or contest it please visit <a href=""http://www.parkingandtransportation.com/ticket-2948821/"" onclick=""return false;"">this link</a>.<br />
If you have questions or concerns, please contact University Parking and Transportation Services at 1-800-394-1833. <br />
Thank you,<br />
University Parking and Transportation Services</p>",ham,154
343,no_reply@parkingservices.com,Legal Consequences for Unpaid Parking Ticket,"<p>Hello, <br />
According to our records you have an overdue parking fine. Your ticket #388103 was issued on Friday January 25 and is $90.00. Payment was due on February 1st. If you do not pay by February 13th, your parking fine will double, and legal actions may be taken.<br />
To pay your fine please visit <a href=""http://www.parkingservices.com/ticketpayment"" onclick=""return false;"">this link</a> and enter the ticket number above. <br />
Thank you, <br />
Arizona Parking Services</p>",ham,155
344,rprice@creditdebitfraudlaw.com,Credit Card/Debit Card Fraud Research Participation,"<p>Dear John, <br />
Credit card and debit card fraud rates are increasing in Arizona. If you personally have been a victim or if you would like to learn how to avoid being a victim, you may want to consider being a participant in our study. <br />
At Price Law Firm we are conducting research on credit card and debit card fraud victims. If you would like to see how you can contribute to this study, please <a href=""http://creditdebitfraudlaw.com/study-research-info"" onclick=""return false;"">visit our webpage</a>.<br />
Thank you, <br />
Robert Price<br />
Price Law Firm</p>",ham,156
345,cabrera@lawandidentitytheft.com,Help Us End Identity Theft,"<p>Dear Jane, <br />
My name is Alison Cabrera from Cabrera Law Firm. We are working together to raise awareness about identity theft. If you have been a victim of identity theft, or if you would like to know how to put an end to it please <a href=""http://www.lawandidentitytheft.com/info"" onclick=""return false;"">visit our webpage</a>.<br />
With your help we can raise awareness about identity theft!<br />
Thank you, <br />
Alison Cabrera</p>",ham,157
346,kwoods@parientelawfirm.com,Have you Been a Victim of Credit Card Fraud?,"<p>Dear John, <br />
One of the fastest types of fraud being prosecuted in Nevada is credit card or debit card fraud. Different types of credit card crimes can include:<br />
 -The use of a credit or debit card that is expired or revoked<br />
-The production and use of counterfeit credit cards with codes skimmed from credit card readers<br />
-The use of false information on a credit card application<br />
If you think you have been a victim of credit card or debit card fraud you are not alone. Thousands of others have turned to us to help them and you should too.<br />
Contact our office at 1-800-302-2999 or <a href=""http://www.parientelawfirm.com/home"" onclick=""return false;"">visit our homepage</a>.<br />
Sincerely, <br />
Kathryn Woods<br />
Pariente Law firm</p>",ham,158
347,scollins@parientelawfirm.com,We Want to Help You,"<p>Hello, <br />
Have you been charged with a DUI? If you have, you are not alone. Thousands of others have turned to us for help with their case and we are here to help you too.<br />
<a href=""http://www.parientelawfirm.com/dui-legal"" onclick=""return false;"">Visit our homepage</a> for more information.<br />
Sincerely, <br />
Stephanie Collins</p>",ham,159
348,esmith@legallawfirm.com,Legal Law Firm,"<p>Dear Jane, <br />
Thank you for your interest in Legal Law Firm. Our team knows how difficult it can be to find the right lawyer to assist you in your case, but we are here to help you. We strive for justice and we will try our best to get you the outcome you want. For us to further review your case please make an online account by visiting our webpage <a href=""http://www.legallawfirm.com/accounts/"" onclick=""return false;"">here</a>.<br />
<br />
Thank you,<br />
Emily Smith<br />
Legal Law Firm</p>",ham,160
349,odavis@kerseylaw.com,Kersey Law ,"<p>Hello, <br />
We are aware that you missed your recent court date and now have a bench warrant issued for your arrest. We are here for you and would like to assist you in court to help mitigate further consequences. <br />
If you would like more information on how we can help, <a href=""http://kerseylaw.com/criminaldefense-immigration"" onclick=""return false;"">visit our homepage</a>. <br />
Sincerely, <br />
Oscar Davis<br />
Kersey Law</p>",ham,161
